"spende","datum"
140,2017-09-18
20,2017-09-18
20,2017-09-18
50,2017-09-18
50,2017-09-18
30,2017-09-18
40,2017-09-18
50,2017-09-18
20,2017-09-18
500,2017-09-18
50,2017-09-18
50,2017-09-18
30,2017-09-18
50,2017-09-18
10,2017-09-18
100,2017-09-18
100,2017-09-18
20,2017-09-18
10,2017-09-18
20,2017-09-18
10,2017-09-18
100,2017-09-18
10,2017-09-18
50,2017-09-18
20,2017-09-18
10,2017-09-18
60,2017-09-18
40,2017-09-18
50,2017-09-18
10,2017-09-18
50,2017-09-18
50,2017-09-18
3,2017-09-18
10,2017-09-18
20,2017-09-18
10,2017-09-18
100,2017-09-18
20,2017-09-18
100,2017-09-18
50,2017-09-18
10,2017-09-18
30,2017-09-18
30,2017-09-18
10,2017-09-18
20,2017-09-18
20,2017-09-18
10,2017-09-18
100,2017-09-18
20,2017-09-18
30,2017-09-18
100,2017-09-18
150,2017-09-18
50,2017-09-18
50,2017-09-18
10,2017-09-18
20,2017-09-18
10,2017-09-18
100,2017-09-18
100,2017-09-18
20,2017-09-18
20,2017-09-18
10,2017-09-18
250,2017-09-18
20,2017-09-18
10,2017-09-18
20,2017-09-18
60,2017-09-18
50,2017-09-18
20,2017-09-18
10,2017-09-18
10,2017-09-18
50,2017-09-18
20,2017-09-18
7,2017-09-18
20,2017-09-18
10,2017-09-18
50,2017-09-18
50,2017-09-18
50,2017-09-18
50,2017-09-18
20,2017-09-18
50,2017-09-18
40,2017-09-18
20,2017-09-18
10,2017-09-18
50,2017-09-18
50,2017-09-18
10,2017-09-18
50,2017-09-18
100,2017-09-18
10,2017-09-18
20,2017-09-18
100,2017-09-18
50,2017-09-18
100,2017-09-18
100,2017-09-18
50,2017-09-18
50,2017-09-18
20,2017-09-18
20,2017-09-18
10,2017-09-18
50,2017-09-18
10,2017-09-18
100,2017-09-18
20,2017-09-18
20,2017-09-18
1000,2017-09-17
100,2017-09-17
50,2017-09-17
70,2017-09-17
100,2017-09-17
100,2017-09-17
10,2017-09-17
1000,2017-09-17
20,2017-09-17
20,2017-09-17
249,2017-09-17
100,2017-09-17
20,2017-09-17
100,2017-09-17
50,2017-09-17
100,2017-09-17
20,2017-09-17
100,2017-09-17
50,2017-09-17
500,2017-09-17
50,2017-09-17
10,2017-09-17
20,2017-09-17
20,2017-09-17
100,2017-09-17
50,2017-09-17
10,2017-09-17
50,2017-09-17
500,2017-09-16
500,2017-09-16
100,2017-09-16
10,2017-09-16
100,2017-09-16
20,2017-09-16
100,2017-09-16
20,2017-09-16
30,2017-09-16
10,2017-09-16
50,2017-09-16
100,2017-09-16
50,2017-09-16
20,2017-09-16
50,2017-09-16
10,2017-09-16
40,2017-09-16
100,2017-09-16
50,2017-09-16
100,2017-09-16
20,2017-09-16
50,2017-09-16
20,2017-09-16
10,2017-09-16
50,2017-09-16
10,2017-09-16
20,2017-09-16
50,2017-09-16
50,2017-09-16
100,2017-09-16
10,2017-09-16
100,2017-09-16
200,2017-09-16
20,2017-09-16
50,2017-09-16
100,2017-09-16
20,2017-09-16
10,2017-09-16
50,2017-09-16
20,2017-09-16
20,2017-09-16
50,2017-09-16
50,2017-09-16
10,2017-09-16
10,2017-09-16
20,2017-09-16
100,2017-09-16
10,2017-09-16
100,2017-09-16
20,2017-09-16
100,2017-09-16
150,2017-09-16
100,2017-09-16
100,2017-09-16
50,2017-09-16
50,2017-09-16
100,2017-09-16
20,2017-09-16
100,2017-09-16
20,2017-09-16
100,2017-09-16
20,2017-09-16
20,2017-09-16
20,2017-09-16
20,2017-09-16
50,2017-09-16
50,2017-09-16
10,2017-09-16
50,2017-09-16
20,2017-09-16
50,2017-09-16
50,2017-09-16
30,2017-09-16
50,2017-09-16
20,2017-09-16
100,2017-09-16
50,2017-09-16
50,2017-09-16
20,2017-09-16
50,2017-09-16
20,2017-09-16
50,2017-09-16
100,2017-09-16
50,2017-09-16
50,2017-09-16
100,2017-09-16
20,2017-09-16
50,2017-09-16
100,2017-09-15
50,2017-09-15
20,2017-09-15
50,2017-09-15
100,2017-09-15
10,2017-09-15
10,2017-09-15
50,2017-09-15
400,2017-09-15
50,2017-09-15
100,2017-09-15
100,2017-09-15
500,2017-09-15
50,2017-09-15
20,2017-09-15
50,2017-09-15
100,2017-09-15
50,2017-09-15
10,2017-09-15
1000,2017-09-15
20,2017-09-15
20,2017-09-15
10,2017-09-15
10,2017-09-15
50,2017-09-15
100,2017-09-15
50,2017-09-15
70,2017-09-15
10,2017-09-15
20,2017-09-15
100,2017-09-15
50,2017-09-15
10,2017-09-15
20,2017-09-15
100,2017-09-15
50,2017-09-15
50,2017-09-15
10,2017-09-15
20,2017-09-15
10,2017-09-15
20,2017-09-15
20,2017-09-15
100,2017-09-15
100,2017-09-15
100,2017-09-15
20,2017-09-15
100,2017-09-15
20,2017-09-15
20,2017-09-15
50,2017-09-15
3000,2017-09-15
50,2017-09-15
20,2017-09-15
100,2017-09-15
100,2017-09-15
50,2017-09-15
100,2017-09-15
500,2017-09-15
50,2017-09-15
20,2017-09-15
50,2017-09-15
200,2017-09-15
100,2017-09-15
100,2017-09-15
15,2017-09-15
70,2017-09-15
20,2017-09-15
200,2017-09-15
100,2017-09-15
20,2017-09-15
10,2017-09-15
100,2017-09-15
20,2017-09-15
100,2017-09-15
20,2017-09-15
20,2017-09-15
15,2017-09-15
20,2017-09-15
500,2017-09-15
10,2017-09-15
100,2017-09-15
50,2017-09-15
10,2017-09-15
40,2017-09-15
100,2017-09-15
10,2017-09-15
50,2017-09-15
100,2017-09-15
15,2017-09-15
50,2017-09-15
200,2017-09-15
50,2017-09-15
20,2017-09-15
50,2017-09-15
50,2017-09-15
50,2017-09-15
20,2017-09-15
100,2017-09-15
20,2017-09-15
20,2017-09-15
20,2017-09-15
50,2017-09-15
70,2017-09-15
100,2017-09-15
100,2017-09-15
10,2017-09-15
20,2017-09-15
50,2017-09-15
100,2017-09-15
50,2017-09-15
15,2017-09-15
50,2017-09-15
50,2017-09-15
20,2017-09-15
50,2017-09-15
30,2017-09-15
10,2017-09-15
30,2017-09-15
30,2017-09-15
60,2017-09-15
150,2017-09-15
20,2017-09-15
20,2017-09-15
15,2017-09-15
50,2017-09-15
500,2017-09-15
50,2017-09-15
30,2017-09-15
50,2017-09-15
20,2017-09-15
10,2017-09-15
250,2017-09-15
50,2017-09-15
50,2017-09-15
10,2017-09-15
20,2017-09-15
20,2017-09-15
5,2017-09-15
50,2017-09-15
30,2017-09-15
25,2017-09-15
100,2017-09-15
100,2017-09-15
100,2017-09-15
50,2017-09-15
25,2017-09-15
100,2017-09-15
35,2017-09-15
50,2017-09-15
500,2017-09-15
100,2017-09-15
30,2017-09-15
100,2017-09-15
20,2017-09-15
50,2017-09-15
10,2017-09-15
100,2017-09-15
100,2017-09-15
100,2017-09-15
30,2017-09-15
100,2017-09-15
100,2017-09-15
100,2017-09-15
500,2017-09-15
100,2017-09-15
100,2017-09-15
10,2017-09-15
100,2017-09-15
20,2017-09-15
100,2017-09-15
50,2017-09-15
100,2017-09-15
500,2017-09-15
10,2017-09-15
100,2017-09-15
20,2017-09-15
10,2017-09-15
50,2017-09-15
10,2017-09-15
100,2017-09-15
50,2017-09-15
100,2017-09-15
10,2017-09-15
10,2017-09-15
50,2017-09-15
30,2017-09-15
100,2017-09-15
50,2017-09-15
10,2017-09-15
100,2017-09-15
30,2017-09-15
50,2017-09-15
100,2017-09-15
20,2017-09-15
20,2017-09-15
20,2017-09-15
20,2017-09-15
20,2017-09-15
30,2017-09-15
8,2017-09-15
300,2017-09-15
30,2017-09-15
50,2017-09-15
100,2017-09-15
50,2017-09-15
10,2017-09-15
50,2017-09-15
20,2017-09-15
10,2017-09-15
15,2017-09-15
20,2017-09-15
25,2017-09-15
40,2017-09-15
50,2017-09-15
50,2017-09-15
50,2017-09-15
20,2017-09-15
30,2017-09-15
100,2017-09-15
50,2017-09-15
10,2017-09-15
20,2017-09-15
100,2017-09-15
5,2017-09-15
20,2017-09-15
15,2017-09-15
50,2017-09-15
30,2017-09-15
25,2017-09-15
25,2017-09-15
20,2017-09-15
20,2017-09-15
30,2017-09-15
20,2017-09-15
20,2017-09-15
70,2017-09-15
20,2017-09-15
20,2017-09-15
30,2017-09-15
15,2017-09-15
30,2017-09-15
10,2017-09-15
40,2017-09-15
50,2017-09-15
50,2017-09-15
20,2017-09-15
75,2017-09-15
50,2017-09-15
20,2017-09-15
50,2017-09-15
50,2017-09-15
50,2017-09-15
150,2017-09-15
50,2017-09-15
20,2017-09-15
100,2017-09-15
50,2017-09-15
15,2017-09-15
100,2017-09-15
20,2017-09-15
100,2017-09-15
15,2017-09-15
30,2017-09-15
20,2017-09-15
10,2017-09-15
50,2017-09-15
30,2017-09-15
15,2017-09-15
15,2017-09-15
100,2017-09-15
50,2017-09-15
40,2017-09-15
100,2017-09-15
30,2017-09-15
50,2017-09-15
15,2017-09-15
100,2017-09-15
200,2017-09-15
200,2017-09-15
20,2017-09-15
10,2017-09-15
20,2017-09-15
30,2017-09-15
30,2017-09-15
200,2017-09-15
20,2017-09-15
20,2017-09-15
30,2017-09-15
50,2017-09-15
20,2017-09-15
25,2017-09-15
10,2017-09-15
20,2017-09-15
20,2017-09-15
10,2017-09-15
100,2017-09-15
20,2017-09-15
20,2017-09-15
30,2017-09-15
50,2017-09-15
10,2017-09-15
20,2017-09-15
10,2017-09-15
20,2017-09-15
20,2017-09-15
20,2017-09-15
100,2017-09-15
20,2017-09-15
20,2017-09-15
200,2017-09-15
100,2017-09-15
50,2017-09-15
20,2017-09-15
20,2017-09-15
20,2017-09-15
100,2017-09-15
200,2017-09-15
50,2017-09-15
40,2017-09-15
20,2017-09-15
150,2017-09-15
100,2017-09-15
100,2017-09-15
50,2017-09-15
50,2017-09-15
100,2017-09-15
200,2017-09-15
10,2017-09-15
30,2017-09-15
50,2017-09-15
20,2017-09-15
20,2017-09-15
20,2017-09-15
40,2017-09-15
500,2017-09-15
15,2017-09-15
100,2017-09-15
50,2017-09-15
25,2017-09-15
100,2017-09-15
20,2017-09-15
30,2017-09-15
30,2017-09-15
20,2017-09-15
20,2017-09-15
100,2017-09-15
100,2017-09-15
30,2017-09-15
100,2017-09-15
25,2017-09-15
20,2017-09-15
100,2017-09-15
50,2017-09-15
30,2017-09-15
50,2017-09-15
20,2017-09-15
40,2017-09-15
10,2017-09-15
50,2017-09-15
10,2017-09-15
50,2017-09-15
30,2017-09-15
100,2017-09-15
300,2017-09-15
50,2017-09-15
100,2017-09-15
10,2017-09-15
50,2017-09-15
200,2017-09-15
100,2017-09-15
20,2017-09-15
100,2017-09-15
50,2017-09-15
50,2017-09-15
50,2017-09-15
50,2017-09-15
100,2017-09-15
10,2017-09-15
10,2017-09-15
500,2017-09-15
20,2017-09-15
10,2017-09-15
15,2017-09-15
100,2017-09-15
100,2017-09-15
100,2017-09-15
15,2017-09-15
8,2017-09-15
20,2017-09-15
15,2017-09-15
25,2017-09-15
25,2017-09-15
50,2017-09-15
25,2017-09-15
30,2017-09-15
30,2017-09-15
15,2017-09-15
20,2017-09-15
20,2017-09-15
100,2017-09-15
20,2017-09-15
50,2017-09-15
100,2017-09-15
25,2017-09-15
30,2017-09-15
50,2017-09-15
20,2017-09-15
20,2017-09-15
35,2017-09-15
30,2017-09-15
50,2017-09-15
10,2017-09-15
100,2017-09-15
30,2017-09-15
100,2017-09-15
500,2017-09-15
80,2017-09-15
50,2017-09-15
10,2017-09-15
30,2017-09-15
20,2017-09-15
50,2017-09-15
20,2017-09-15
200,2017-09-15
7,2017-09-15
25,2017-09-15
100,2017-09-15
20,2017-09-15
100,2017-09-15
20,2017-09-15
20,2017-09-15
10,2017-09-15
10,2017-09-15
50,2017-09-15
15,2017-09-15
200,2017-09-15
500,2017-09-15
20,2017-09-15
20,2017-09-15
100,2017-09-15
20,2017-09-15
100,2017-09-15
25,2017-09-15
100,2017-09-15
25,2017-09-15
50,2017-09-15
50,2017-09-15
100,2017-09-15
40,2017-09-15
200,2017-09-15
10,2017-09-15
50,2017-09-15
150,2017-09-15
20,2017-09-15
20,2017-09-15
100,2017-09-15
100,2017-09-15
50,2017-09-15
20,2017-09-15
20,2017-09-15
30,2017-09-15
20,2017-09-15
25,2017-09-15
20,2017-09-15
50,2017-09-15
100,2017-09-15
100,2017-09-15
50,2017-09-15
20,2017-09-15
50,2017-09-15
30,2017-09-15
10,2017-09-15
100,2017-09-15
20,2017-09-15
5,2017-09-15
100,2017-09-15
50,2017-09-15
20,2017-09-15
100,2017-09-15
20,2017-09-15
10,2017-09-15
50,2017-09-15
20,2017-09-15
5,2017-09-15
20,2017-09-15
50,2017-09-15
10,2017-09-15
50,2017-09-15
15,2017-09-15
20,2017-09-15
50,2017-09-15
20,2017-09-15
50,2017-09-15
100,2017-09-15
20,2017-09-15
20,2017-09-15
15,2017-09-15
20,2017-09-15
50,2017-09-15
100,2017-09-15
25,2017-09-15
50,2017-09-15
20,2017-09-15
20,2017-09-15
20,2017-09-15
30,2017-09-15
50,2017-09-15
100,2017-09-15
30,2017-09-15
20,2017-09-15
20,2017-09-15
10,2017-09-15
20,2017-09-15
150,2017-09-15
20,2017-09-15
20,2017-09-15
20,2017-09-15
50,2017-09-15
30,2017-09-15
10,2017-09-15
30,2017-09-15
100,2017-09-15
20,2017-09-15
100,2017-09-15
20,2017-09-15
10,2017-09-15
100,2017-09-15
100,2017-09-15
100,2017-09-15
10,2017-09-15
200,2017-09-15
20,2017-09-15
10,2017-09-15
100,2017-09-15
20,2017-09-15
25,2017-09-15
100,2017-09-15
100,2017-09-15
1000,2017-09-15
25,2017-09-15
30,2017-09-15
50,2017-09-15
300,2017-09-15
50,2017-09-15
200,2017-09-15
100,2017-09-15
100,2017-09-15
25,2017-09-15
50,2017-09-15
20,2017-09-15
100,2017-09-15
44,2017-09-15
20,2017-09-15
50,2017-09-15
20,2017-09-15
50,2017-09-15
15,2017-09-15
10,2017-09-15
30,2017-09-15
15,2017-09-15
20,2017-09-15
20,2017-09-15
100,2017-09-15
20,2017-09-15
40,2017-09-15
200,2017-09-15
50,2017-09-15
20,2017-09-15
50,2017-09-15
50,2017-09-15
10,2017-09-15
20,2017-09-15
200,2017-09-15
50,2017-09-15
50,2017-09-15
10,2017-09-15
20,2017-09-15
100,2017-09-15
15,2017-09-15
20,2017-09-15
50,2017-09-15
20,2017-09-15
50,2017-09-15
10,2017-09-15
20,2017-09-15
100,2017-09-15
30,2017-09-15
100,2017-09-15
100,2017-09-15
20,2017-09-15
20,2017-09-15
20,2017-09-15
50,2017-09-15
500,2017-09-15
100,2017-09-15
200,2017-09-15
20,2017-09-15
100,2017-09-15
5,2017-09-15
100,2017-09-15
20,2017-09-15
10,2017-09-15
50,2017-09-15
100,2017-09-15
50,2017-09-15
30,2017-09-15
100,2017-09-15
10,2017-09-15
200,2017-09-15
50,2017-09-15
10,2017-09-15
15,2017-09-15
499,2017-09-15
25,2017-09-15
50,2017-09-15
30,2017-09-15
50,2017-09-15
50,2017-09-15
100,2017-09-15
100,2017-09-15
30,2017-09-15
20,2017-09-15
20,2017-09-15
20,2017-09-15
10,2017-09-15
20,2017-09-15
50,2017-09-15
100,2017-09-15
20,2017-09-15
10,2017-09-15
100,2017-09-15
20,2017-09-15
20,2017-09-15
50,2017-09-15
50,2017-09-15
20,2017-09-15
20,2017-09-15
20,2017-09-15
100,2017-09-15
100,2017-09-15
10,2017-09-15
100,2017-09-15
20,2017-09-15
10,2017-09-15
10,2017-09-15
100,2017-09-15
10,2017-09-15
100,2017-09-15
50,2017-09-14
30,2017-09-14
20,2017-09-14
15,2017-09-14
30,2017-09-14
40,2017-09-14
30,2017-09-14
20,2017-09-14
20,2017-09-14
50,2017-09-14
20,2017-09-14
15,2017-09-14
30,2017-09-14
20,2017-09-14
20,2017-09-14
30,2017-09-14
25,2017-09-14
15,2017-09-14
20,2017-09-14
50,2017-09-14
30,2017-09-14
20,2017-09-14
30,2017-09-14
20,2017-09-14
20,2017-09-14
20,2017-09-14
20,2017-09-14
15,2017-09-14
20,2017-09-14
20,2017-09-14
20,2017-09-14
25,2017-09-14
20,2017-09-14
20,2017-09-14
10,2017-09-14
30,2017-09-14
30,2017-09-14
20,2017-09-14
20,2017-09-14
20,2017-09-14
50,2017-09-14
20,2017-09-14
10,2017-09-14
20,2017-09-14
10,2017-09-14
20,2017-09-14
20,2017-09-14
20,2017-09-14
30,2017-09-14
20,2017-09-14
10,2017-09-14
30,2017-09-14
20,2017-09-14
20,2017-09-14
20,2017-09-14
30,2017-09-14
20,2017-09-14
20,2017-09-14
10,2017-09-14
20,2017-09-14
20,2017-09-14
20,2017-09-14
20,2017-09-14
30,2017-09-14
25,2017-09-14
30,2017-09-14
20,2017-09-14
20,2017-09-14
20,2017-09-14
20,2017-09-14
25,2017-09-14
20,2017-09-14
15,2017-09-14
20,2017-09-14
50,2017-09-14
20,2017-09-14
50,2017-09-14
20,2017-09-14
20,2017-09-14
20,2017-09-14
15,2017-09-14
20,2017-09-14
20,2017-09-14
10,2017-09-14
20,2017-09-14
30,2017-09-14
20,2017-09-14
25,2017-09-14
15,2017-09-14
20,2017-09-14
20,2017-09-14
20,2017-09-14
20,2017-09-14
20,2017-09-14
50,2017-09-14
30,2017-09-14
20,2017-09-14
10,2017-09-14
20,2017-09-14
20,2017-09-14
20,2017-09-14
30,2017-09-14
30,2017-09-14
25,2017-09-14
30,2017-09-14
30,2017-09-14
20,2017-09-14
20,2017-09-14
50,2017-09-14
20,2017-09-14
30,2017-09-14
20,2017-09-14
50,2017-09-14
50,2017-09-14
30,2017-09-14
30,2017-09-14
20,2017-09-14
25,2017-09-14
20,2017-09-14
20,2017-09-14
20,2017-09-14
20,2017-09-14
20,2017-09-14
40,2017-09-14
20,2017-09-14
20,2017-09-14
28,2017-09-14
20,2017-09-14
20,2017-09-14
20,2017-09-14
20,2017-09-14
20,2017-09-14
30,2017-09-14
20,2017-09-14
20,2017-09-14
10,2017-09-14
25,2017-09-14
20,2017-09-14
50,2017-09-14
50,2017-09-14
30,2017-09-14
20,2017-09-14
20,2017-09-14
20,2017-09-14
30,2017-09-14
20,2017-09-14
30,2017-09-14
20,2017-09-14
30,2017-09-14
20,2017-09-14
20,2017-09-14
10,2017-09-14
20,2017-09-14
20,2017-09-14
20,2017-09-14
10,2017-09-14
20,2017-09-14
50,2017-09-14
50,2017-09-14
30,2017-09-14
20,2017-09-14
15,2017-09-14
10,2017-09-14
20,2017-09-14
50,2017-09-14
10,2017-09-14
20,2017-09-14
20,2017-09-14
20,2017-09-14
10,2017-09-14
30,2017-09-14
20,2017-09-14
20,2017-09-14
50,2017-09-14
10,2017-09-14
20,2017-09-14
25,2017-09-14
20,2017-09-14
20,2017-09-14
20,2017-09-14
50,2017-09-14
10,2017-09-14
30,2017-09-14
10,2017-09-14
10,2017-09-14
20,2017-09-14
20,2017-09-14
20,2017-09-14
10,2017-09-14
20,2017-09-14
30,2017-09-14
20,2017-09-14
15,2017-09-14
20,2017-09-14
10,2017-09-14
50,2017-09-14
25,2017-09-14
20,2017-09-14
30,2017-09-14
10,2017-09-14
20,2017-09-14
30,2017-09-14
30,2017-09-14
50,2017-09-14
25,2017-09-14
40,2017-09-14
20,2017-09-14
20,2017-09-14
20,2017-09-14
30,2017-09-14
20,2017-09-14
40,2017-09-14
50,2017-09-14
30,2017-09-14
25,2017-09-14
30,2017-09-14
25,2017-09-14
20,2017-09-14
20,2017-09-14
25,2017-09-14
20,2017-09-14
10,2017-09-14
20,2017-09-14
20,2017-09-14
20,2017-09-14
20,2017-09-14
30,2017-09-14
30,2017-09-14
15,2017-09-14
50,2017-09-14
50,2017-09-14
20,2017-09-14
30,2017-09-14
20,2017-09-14
30,2017-09-14
15,2017-09-14
20,2017-09-14
20,2017-09-14
20,2017-09-14
20,2017-09-14
20,2017-09-14
50,2017-09-14
20,2017-09-14
50,2017-09-14
50,2017-09-14
50,2017-09-14
50,2017-09-14
50,2017-09-14
100,2017-09-14
190,2017-09-14
50,2017-09-14
100,2017-09-14
100,2017-09-14
10,2017-09-14
50,2017-09-14
50,2017-09-14
50,2017-09-14
100,2017-09-14
100,2017-09-14
100,2017-09-14
5,2017-09-14
10,2017-09-14
300,2017-09-14
50,2017-09-14
50,2017-09-14
50,2017-09-14
100,2017-09-14
70,2017-09-14
300,2017-09-14
3,2017-09-14
100,2017-09-14
100,2017-09-14
10,2017-09-14
50,2017-09-14
100,2017-09-14
50,2017-09-14
100,2017-09-14
50,2017-09-14
5,2017-09-14
50,2017-09-14
200,2017-09-14
50,2017-09-14
10,2017-09-14
200,2017-09-14
50,2017-09-14
200,2017-09-14
10,2017-09-14
10,2017-09-14
75,2017-09-14
50,2017-09-14
5,2017-09-14
50,2017-09-14
50,2017-09-14
10,2017-09-14
50,2017-09-14
100,2017-09-14
100,2017-09-14
100,2017-09-14
100,2017-09-14
50,2017-09-14
100,2017-09-14
200,2017-09-14
10,2017-09-14
50,2017-09-14
50,2017-09-14
111,2017-09-14
100,2017-09-14
100,2017-09-14
100,2017-09-14
100,2017-09-14
100,2017-09-14
100,2017-09-14
50,2017-09-14
75,2017-09-14
10,2017-09-14
10,2017-09-14
400,2017-09-14
100,2017-09-14
100,2017-09-14
200,2017-09-14
100,2017-09-14
50,2017-09-14
100,2017-09-14
50,2017-09-14
50,2017-09-14
5,2017-09-14
50,2017-09-14
10,2017-09-14
100,2017-09-14
100,2017-09-14
50,2017-09-14
50,2017-09-14
50,2017-09-14
10,2017-09-14
50,2017-09-14
100,2017-09-14
100,2017-09-14
100,2017-09-14
500,2017-09-14
50,2017-09-14
5,2017-09-14
100,2017-09-14
100,2017-09-14
110,2017-09-14
50,2017-09-14
50,2017-09-14
100,2017-09-14
100,2017-09-14
100,2017-09-14
10,2017-09-14
100,2017-09-14
5,2017-09-14
50,2017-09-14
10,2017-09-14
100,2017-09-14
100,2017-09-14
100,2017-09-14
50,2017-09-14
50,2017-09-14
50,2017-09-14
500,2017-09-14
50,2017-09-14
10,2017-09-14
100,2017-09-14
100,2017-09-14
1000,2017-09-14
100,2017-09-14
300,2017-09-14
150,2017-09-14
50,2017-09-14
100,2017-09-14
50,2017-09-14
50,2017-09-14
100,2017-09-14
200,2017-09-14
200,2017-09-14
100,2017-09-14
150,2017-09-14
100,2017-09-14
10,2017-09-14
50,2017-09-14
10,2017-09-14
100,2017-09-14
100,2017-09-14
100,2017-09-14
500,2017-09-14
200,2017-09-14
50,2017-09-14
100,2017-09-14
50,2017-09-14
75,2017-09-14
100,2017-09-14
150,2017-09-14
1,2017-09-14
100,2017-09-14
100,2017-09-14
100,2017-09-14
100,2017-09-14
50,2017-09-14
50,2017-09-14
50,2017-09-14
100,2017-09-14
100,2017-09-14
100,2017-09-14
50,2017-09-14
50,2017-09-14
50,2017-09-14
500,2017-09-14
200,2017-09-14
50,2017-09-14
100,2017-09-14
50,2017-09-14
50,2017-09-14
150,2017-09-14
100,2017-09-14
150,2017-09-14
100,2017-09-14
250,2017-09-14
50,2017-09-14
10,2017-09-14
100,2017-09-14
500,2017-09-14
100,2017-09-14
50,2017-09-14
100,2017-09-14
50,2017-09-14
50,2017-09-14
100,2017-09-14
100,2017-09-14
50,2017-09-14
100,2017-09-14
100,2017-09-14
100,2017-09-14
400,2017-09-14
50,2017-09-14
100,2017-09-14
10,2017-09-14
300,2017-09-14
10,2017-09-14
50,2017-09-14
100,2017-09-14
150,2017-09-14
5,2017-09-14
10,2017-09-14
100,2017-09-14
50,2017-09-14
100,2017-09-14
500,2017-09-14
50,2017-09-14
100,2017-09-14
10,2017-09-14
50,2017-09-14
100,2017-09-14
50,2017-09-14
100,2017-09-14
5,2017-09-14
100,2017-09-14
50,2017-09-14
100,2017-09-14
100,2017-09-14
100,2017-09-14
50,2017-09-14
50,2017-09-14
50,2017-09-14
100,2017-09-14
50,2017-09-14
100,2017-09-14
50,2017-09-14
50,2017-09-14
500,2017-09-14
200,2017-09-14
5,2017-09-14
150,2017-09-14
70,2017-09-14
50,2017-09-14
50,2017-09-14
75,2017-09-14
20,2017-09-14
200,2017-09-13
20,2017-09-13
50,2017-09-13
55,2017-09-13
100,2017-09-13
500,2017-09-13
50,2017-09-13
50,2017-09-13
300,2017-09-13
200,2017-09-13
100,2017-09-13
100,2017-09-13
25,2017-09-13
20,2017-09-13
20,2017-09-13
20,2017-09-13
100,2017-09-13
25,2017-09-13
20,2017-09-13
200,2017-09-13
3000,2017-09-13
100,2017-09-13
100,2017-09-13
100,2017-09-13
50,2017-09-13
50,2017-09-13
50,2017-09-13
30,2017-09-13
1000,2017-09-13
50,2017-09-13
20,2017-09-13
25,2017-09-13
50,2017-09-13
100,2017-09-13
20,2017-09-13
50,2017-09-13
15,2017-09-13
10,2017-09-13
20,2017-09-13
110,2017-09-13
20,2017-09-13
50,2017-09-13
100,2017-09-13
50,2017-09-13
10,2017-09-13
20,2017-09-13
20,2017-09-13
5,2017-09-13
50,2017-09-13
50,2017-09-13
50,2017-09-13
15,2017-09-13
20,2017-09-13
10,2017-09-13
30,2017-09-13
50,2017-09-13
10,2017-09-13
100,2017-09-13
100,2017-09-13
20,2017-09-13
50,2017-09-13
50,2017-09-13
20,2017-09-13
50,2017-09-13
20,2017-09-13
100,2017-09-13
20,2017-09-13
50,2017-09-13
100,2017-09-13
20,2017-09-13
20,2017-09-13
100,2017-09-13
30,2017-09-13
20,2017-09-13
50,2017-09-13
50,2017-09-13
20,2017-09-13
20,2017-09-13
20,2017-09-13
20,2017-09-13
20,2017-09-13
10,2017-09-13
50,2017-09-13
100,2017-09-13
30,2017-09-13
20,2017-09-13
70,2017-09-13
40,2017-09-13
30,2017-09-13
30,2017-09-13
30,2017-09-13
100,2017-09-13
20,2017-09-13
100,2017-09-13
20,2017-09-13
50,2017-09-13
50,2017-09-13
20,2017-09-13
15,2017-09-13
10,2017-09-13
20,2017-09-13
20,2017-09-13
150,2017-09-13
15,2017-09-13
100,2017-09-13
10,2017-09-13
10,2017-09-13
20,2017-09-13
20,2017-09-13
10,2017-09-13
10,2017-09-13
15,2017-09-13
50,2017-09-13
25,2017-09-13
35,2017-09-13
100,2017-09-13
30,2017-09-13
10,2017-09-13
100,2017-09-13
50,2017-09-13
3500,2017-09-13
50,2017-09-13
50,2017-09-13
50,2017-09-13
100,2017-09-13
40,2017-09-13
40,2017-09-13
100,2017-09-13
100,2017-09-13
20,2017-09-13
50,2017-09-13
100,2017-09-13
50,2017-09-13
20,2017-09-13
100,2017-09-13
50,2017-09-13
20,2017-09-13
20,2017-09-13
50,2017-09-13
10,2017-09-13
100,2017-09-13
500,2017-09-13
100,2017-09-13
300,2017-09-13
10,2017-09-13
20,2017-09-13
100,2017-09-13
500,2017-09-13
100,2017-09-13
50,2017-09-13
100,2017-09-13
100,2017-09-13
50,2017-09-13
10,2017-09-13
100,2017-09-13
40,2017-09-13
100,2017-09-13
10,2017-09-13
20,2017-09-13
20,2017-09-13
50,2017-09-13
1000,2017-09-13
1000,2017-09-13
100,2017-09-13
200,2017-09-13
20,2017-09-13
200,2017-09-13
80,2017-09-13
100,2017-09-13
200,2017-09-13
50,2017-09-13
50,2017-09-13
15,2017-09-13
25,2017-09-13
50,2017-09-13
100,2017-09-13
20,2017-09-13
50,2017-09-13
10,2017-09-13
40,2017-09-13
20,2017-09-13
50,2017-09-13
20,2017-09-13
50,2017-09-13
50,2017-09-13
30,2017-09-13
25,2017-09-13
20,2017-09-13
50,2017-09-13
20,2017-09-13
50,2017-09-13
100,2017-09-13
100,2017-09-13
50,2017-09-13
50,2017-09-13
20,2017-09-13
20,2017-09-13
100,2017-09-13
50,2017-09-13
10,2017-09-13
100,2017-09-13
50,2017-09-13
20,2017-09-13
20,2017-09-13
20,2017-09-13
